ano,profundidade_cm,parcela,cultura,dmg,dmp,rmp,densidade,estoque_c,na,icv,altura,diam_espiga,comp_espiga,n_plantas,n_espigas,n_espigas_com,peso_espigas,produtividade
,10-20,CT,Millet,-0.30871352756407167,0.5957763663698128,-0.04888030237796512,-0.11314593464660928,-0.14109894130766876,13.5,-0.3411670620486952,1.7,50.8,18.0,14500.0,13500.0,3333.3333333333335,733.3333333333334,3333.3333333333335
,10-20,CT,Millet,-0.7207557190344374,0.38914062716341236,-0.04888030237796512,-0.15983892470817548,-0.11922074099831752,12.5,-0.3411670620486952,1.85,50.8,18.0,14500.0,13500.0,3333.3333333333335,733.3333333333334,3333.3333333333335
,10-20,CT,Millet,-0.6402550881702359,-0.01879323979103703,-0.19222151770779355,-0.12129370472446625,-0.08351960283037832,10.3,0.35454616252119453,1.8,51.2,20.0,14500.0,13166.666666666666,1833.3333333333333,366.6666666666667,1833.3333333333333
,10-20,CT,Millet,-0.6635860476758905,-0.03344508957113445,-0.19222151770779355,-0.16516631283600577,-0.15524435839697867,4.4,0.35454616252119453,1.7,51.2,20.0,14500.0,13166.666666666666,1833.3333333333333,366.6666666666667,1833.3333333333333
,10-20,CT,Millet,-0.5968362207227991,-0.18147342965714428,-0.19222151770779355,-0.1871026168917751,-0.15709021607700135,12.5,0.35454616252119453,1.8,51.2,20.0,14500.0,13166.666666666666,1833.3333333333333,366.6666666666667,1833.3333333333333
,10-20,CT,Millet,-0.6287998430484408,0.37229844280080326,1.938472126611884,-0.13508223870237854,-0.2620303324080523,10.533,-0.6890236743336391,1.8,49.6,20.4,13666.666666666666,13500.0,4833.333333333333,966.6666666666666,4833.333333333333
,10-20,CT,Millet,-0.6601701217887089,0.18433371100648677,1.938472126611884,-0.09716377026311927,-0.26517450490760036,10.533,-0.6890236743336391,1.7,49.6,20.4,13666.666666666666,13500.0,4833.333333333333,966.6666666666666,4833.333333333333
,10-20,CT,Millet,-0.667001531429253,0.1837382802461924,1.938472126611884,-0.19431025965295715,-0.27847677317491626,10.533,-0.6890236743336391,1.6,49.6,20.4,13666.666666666666,13500.0,4833.333333333333,966.6666666666666,4833.333333333333
,10-20,CT,Sunn hemp,-0.7884981364116451,0.7822525212633934,2.5718216199806196,-0.13664911756350442,-0.169933959188134,8.0,-0.08027460283498654,1.7,50.6,17.8,11166.666666666666,11000.0,6500.0,1450.0,6500.0
,10-20,CT,Sunn hemp,-0.8112370787333836,0.5393167710633402,2.5718216199806196,-0.19775739314743476,-0.22742595954043654,6.2,-0.08027460283498654,1.8,50.6,17.8,11166.666666666666,11000.0,6500.0,1450.0,6500.0
,10-20,CT,Sunn hemp,-0.7593814137478675,0.7227732413868575,2.5718216199806196,-0.1996376477807865,-0.2569932740073353,6.4,-0.08027460283498654,1.85,50.6,17.8,11166.666666666666,11000.0,6500.0,1450.0,6500.0
,10-20,CT,Sunn hemp,-0.6783409374904161,-0.00850079379166464,0.7013265987928979,-0.1911765019307045,-0.01115828669896583,15.9,-0.08027460283498654,1.5,39.4,17.2,13333.333333333334,12333.333333333334,3500.0,766.6666666666666,3500.0
,10-20,CT,Sunn hemp,-0.38367908514563953,-0.00713980919670641,0.7013265987928979,-0.05767842296273416,0.02534904954577956,5.2,-0.08027460283498654,1.8,39.4,17.2,13333.333333333334,12333.333333333334,3500.0,766.6666666666666,3500.0
,10-20,CT,Sunn hemp,-0.7112914025005246,-0.23946413263294467,0.7013265987928979,-0.1567051669859229,0.0004257719171549,9.1,-0.08027460283498654,1.65,39.4,17.2,13333.333333333334,12333.333333333334,3500.0,766.6666666666666,3500.0
,10-20,CT,Sunn hemp,-0.707507621275764,-0.6572013417479524,-0.5470093829353126,-0.1692401978749343,-0.0801990745015288,10.533,-2.9500916541857793,2.1,52.6,16.8,16166.666666666666,15333.333333333334,8666.666666666666,2116.6666666666665,8666.666666666666
,10-20,CT,Sunn hemp,-0.6181727145700178,-0.7782439091620549,-0.5470093829353126,0.20305021952869934,-0.08019907450152973,10.533,-2.9500916541857793,1.95,52.6,16.8,16166.666666666666,15333.333333333334,8666.666666666666,2116.6666666666665,8666.666666666666
,10-20,CT,Sunn hemp,-0.32317307198736805,-0.8106736202137952,-0.5470093829353126,-0.09873064912424515,-0.148977847929131,10.533,-2.9500916541857793,2.2,52.6,16.8,16166.666666666666,15333.333333333334,8666.666666666666,2116.6666666666665,8666.666666666666
,10-20,CT,Pigeon pea,-0.7707853713466348,0.33487136643945087,1.1081627470456343,-0.1319484809801259,-0.2267927581342778,3.1,1.4850801524472643,1.5,52.6,18.0,14333.333333333334,9333.333333333334,2166.6666666666665,533.3333333333334,2166.6666666666665
,10-20,CT,Pigeon pea,-0.5364880493379839,0.34444078937275113,1.1081627470456343,-0.14918414845251582,-0.25947737183149694,4.0,1.4850801524472643,1.65,52.6,18.0,14333.333333333334,9333.333333333334,2166.6666666666665,533.3333333333334,2166.6666666666665
,10-20,CT,Pigeon pea,-0.3397871345116528,0.2827711749137037,1.1081627470456343,-0.22408095801435846,-0.2954304468984377,8.9,1.4850801524472643,1.75,52.6,18.0,14333.333333333334,9333.333333333334,2166.6666666666665,533.3333333333334,2166.6666666666665
,10-20,CT,Pigeon pea,-0.6364885501644244,1.213769699402354,0.01720201463529228,-0.19525038696963212,-0.145700988662776,12.2,-0.4281312151199314,1.6,52.2,17.8,13333.333333333334,11333.333333333334,4000.0,800.0,4000.0
,10-20,CT,Pigeon pea,-0.25924229026553075,1.3483795819974462,0.01720201463529228,-0.1817752287639448,-0.08034015916497113,7.4,-0.4281312151199314,1.7,52.2,17.8,13333.333333333334,11333.333333333334,4000.0,800.0,4000.0
,10-20,CT,Pigeon pea,-0.1269730947781967,0.9711316645824478,0.01720201463529228,-0.16547968860822987,-0.1177326337148777,9.8,-0.4281312151199314,1.7,52.2,17.8,13333.333333333334,11333.333333333334,4000.0,800.0,4000.0
,10-20,CT,Pigeon pea,-0.8143413002780253,1.1469963927122129,-0.7000273289319396,-0.3284350901653765,-0.6186520516836511,10.533,-1.2108085927610563,1.6,51.4,19.2,14833.333333333334,14000.0,4500.0,950.0,4500.0
,10-20,CT,Pigeon pea,-0.6102474658607592,0.8224866283518477,-0.7000273289319396,-0.1435433845524615,-0.22714211063422782,10.533,-1.2108085927610563,1.75,51.4,19.2,14833.333333333334,14000.0,4500.0,950.0,4500.0
,10-20,CT,Pigeon pea,-0.8507872752627724,-0.2120743176594092,-0.7000273289319396,-0.2892631186372164,-0.45600158968782845,10.533,-1.2108085927610563,1.6,51.4,19.2,14833.333333333334,14000.0,4500.0,950.0,4500.0
,10-20,MT,Cowpea,0.5039178209239609,0.9534666161744969,0.5390279872415673,-0.29016994054644496,-0.26745125537185593,5.4,0.2675820094499583,2.1,52.2,24.2,12500.0,13333.333333333334,10500.0,2833.3333333333335,10500.0
,10-20,MT,Cowpea,0.8193259184673167,1.0980271887779365,0.5390279872415673,-0.26597658763400606,-0.23209386163884366,4.2,0.2675820094499583,2.15,52.2,24.2,12500.0,13333.333333333334,10500.0,2833.3333333333335,10500.0
,10-20,MT,Cowpea,1.7739282048375091,0.8904136034054432,0.5390279872415673,-0.09057477901882584,-0.25712212911277355,38.5,0.2675820094499583,2.1,52.2,24.2,12500.0,13333.333333333334,10500.0,2833.3333333333335,10500.0
,10-20,MT,Cowpea,-0.6045026885076765,0.8031202641386614,-1.1693806211008815,-0.5638572453684061,0.5557552778465658,8.4,1.311151846304792,2.3,48.0,22.0,13333.333333333334,13666.666666666666,11000.0,2916.6666666666665,11000.0
,10-20,MT,Cowpea,-0.5985472786031243,0.5730742927105366,-1.1693806211008815,-0.26144033396292365,-0.0602893721468343,9.1,1.311151846304792,2.2,48.0,22.0,13333.333333333334,13666.666666666666,11000.0,2916.6666666666665,11000.0
,10-20,MT,Cowpea,0.4164451818647079,0.8555694206207094,-1.1693806211008815,-0.2293841413539424,-0.13148419913451426,38.5,1.311151846304792,2.1,48.0,22.0,13333.333333333334,13666.666666666666,11000.0,2916.6666666666665,11000.0
,10-20,MT,Cowpea,-0.31747131425489405,0.9825175128461786,-1.2226737640624252,-0.34248806621959316,0.14176422844429046,10.533,0.1806178563787221,2.1,52.02,22.0,14166.666666666666,14333.333333333334,8500.0,2083.3333333333335,8500.0
,10-20,MT,Cowpea,-0.6621928840115741,1.039569051389921,-1.2226737640624252,-0.34430256768802614,0.04603110535650812,10.533,0.1806178563787221,2.08,52.02,22.0,14166.666666666666,14333.333333333334,8500.0,2083.3333333333335,8500.0
,10-20,MT,Cowpea,-0.01383900885225725,0.9801544395470293,-1.2226737640624252,-0.226662389151293,0.08227574455023702,10.533,0.1806178563787221,2.0,52.02,22.0,14166.666666666666,14333.333333333334,8500.0,2083.3333333333335,8500.0
,10-20,MT,Millet,0.01240251758522712,1.5459923973815752,0.8796684892809625,-0.2783756810016299,-0.12199928031006846,5.4,-1.471701051974765,2.1,51.6,22.8,12000.0,11333.333333333334,8833.333333333334,2300.0,8833.333333333334
,10-20,MT,Millet,2.1586407785413257,1.1699230075642735,0.8796684892809625,0.07212551931732356,-0.1685631139107074,6.4,-1.471701051974765,2.1,51.6,22.8,12000.0,11333.333333333334,8833.333333333334,2300.0,8833.333333333334
,10-20,MT,Millet,2.3616164565298217,1.657154748270888,0.8796684892809625,-0.09511103268990825,0.00953154862369361,32.7,-1.471701051974765,2.0,51.6,22.8,12000.0,11333.333333333334,8833.333333333334,2300.0,8833.333333333334
,10-20,MT,Millet,0.5937638343247087,1.0574215754258274,-0.11347722844881734,-0.20246903623885493,-0.29067523636783743,5.1,1.3981159993760282,2.2,51.8,25.6,13666.666666666666,13000.0,10666.666666666666,2733.3333333333335,10666.666666666666
,10-20,MT,Millet,0.4175191249115582,1.4133316361149222,-0.11347722844881734,-0.3125487919904501,-0.12420084087490438,19.4,1.3981159993760282,2.25,51.8,25.6,13666.666666666666,13000.0,10666.666666666666,2733.3333333333335,10666.666666666666
,10-20,MT,Millet,0.6092486870747428,1.4846704294250026,-0.11347722844881734,-0.36607658530921994,-0.05087728690498428,35.8,1.3981159993760282,2.1,51.8,25.6,13666.666666666666,13000.0,10666.666666666666,2733.3333333333335,10666.666666666666
,10-20,MT,Millet,-0.23237470234005148,1.7475594897102027,-1.729206383050224,4.5176541169779165,4.9309447285938335,10.533,1.6590084585897358,2.3,54.8,22.0,15833.333333333334,16000.0,9833.333333333334,2566.6666666666665,9833.333333333334
,10-20,MT,Millet,-0.30840933949645827,1.5840867815021435,-1.729206383050224,4.346486145122413,4.703612908915779,10.533,1.6590084585897358,2.4,54.8,22.0,15833.333333333334,16000.0,9833.333333333334,2566.6666666666665,9833.333333333334
,10-20,MT,Millet,-0.8491208728981869,1.8604885261960769,-1.729206383050224,4.63589912933746,5.684333651659117,10.533,1.6590084585897358,2.3,54.8,22.0,15833.333333333334,16000.0,9833.333333333334,2566.6666666666665,9833.333333333334
,10-20,MT,Sunn hemp,-0.10737816604482862,-0.08248948790428286,0.7859280420096308,-0.17676359876938819,-0.11464474377655816,3.5,-0.16723875590622275,1.9,51.2,23.4,12666.666666666666,14000.0,9000.0,2666.6666666666665,9000.0
,10-20,MT,Sunn hemp,-0.6145542913936399,-0.04468018752558944,0.7859280420096308,-0.2315010597337806,-0.24464772278449776,4.2,-0.16723875590622275,1.95,51.2,23.4,12666.666666666666,14000.0,9000.0,2666.6666666666665,9000.0
,10-20,MT,Sunn hemp,-0.635866025746983,-0.1899759469949188,0.7859280420096308,-0.27353701041914313,-0.48924937808130203,45.3,-0.16723875590622275,1.9,51.2,23.4,12666.666666666666,14000.0,9000.0,2666.6666666666665,9000.0
,10-20,MT,Sunn hemp,1.434733307820898,0.18532640041081885,1.4768857767552197,-0.28381918540692874,-0.25143779905288804,6.4,1.0502593870910832,2.3,55.8,23.0,14666.666666666666,15833.333333333334,12166.666666666666,3183.3333333333335,12166.666666666666
,10-20,MT,Sunn hemp,1.4784112656863893,0.3387691412578737,1.4768857767552197,-0.3730321742715466,-0.31732570636322543,2.0,1.0502593870910832,2.1,55.8,23.0,14666.666666666666,15833.333333333334,12166.666666666666,3183.3333333333335,12166.666666666666
,10-20,MT,Sunn hemp,1.460649423767447,0.3403445234573067,1.4768857767552197,-0.29258927583768835,-0.3467272994103121,43.2,1.0502593870910832,2.25,55.8,23.0,14666.666666666666,15833.333333333334,12166.666666666666,3183.3333333333335,12166.666666666666
,10-20,MT,Sunn hemp,-0.7813634229711262,-0.3490675819956541,0.3085956088223535,-0.1973279487449612,0.01226777389713292,2.6,0.6154386217349023,2.1,52.827999999999996,21.0,15500.0,13166.666666666666,4166.666666666667,1116.6666666666667,4166.666666666667
,10-20,MT,Sunn hemp,-0.8535873087398008,-0.30255614611679765,0.3085956088223535,-0.25025090824092067,-0.01545037020676716,18.0,0.6154386217349023,2.05,52.827999999999996,21.0,15500.0,13166.666666666666,4166.666666666667,1116.6666666666667,4166.666666666667
,10-20,MT,Sunn hemp,0.15838935694723075,-0.49325305448549306,0.3085956088223535,-0.2257551384170774,-0.03632050223793784,9.0,0.6154386217349023,2.05,52.827999999999996,21.0,15500.0,13166.666666666666,4166.666666666667,1116.6666666666667,4166.666666666667
,10-20,MT,Pigeon pea,1.9487465905499033,0.9854000994836848,1.2236053011113097,-0.317992296395749,-0.29556667356264327,14.7,0.8763310809486109,2.4,56.2,21.2,14500.0,14333.333333333334,11166.666666666666,3000.0,11166.666666666666
,10-20,MT,Pigeon pea,-0.02939769795009852,1.211546998904944,1.2236053011113097,-0.340371147839755,-0.29409013820637725,4.1,0.8763310809486109,2.3,56.2,21.2,14500.0,14333.333333333334,11166.666666666666,3000.0,11166.666666666666
,10-20,MT,Pigeon pea,-0.5851254222535033,1.1571042126451256,1.2236053011113097,-0.3107342905220172,-0.2593915573341197,2.8,0.8763310809486109,2.36,56.2,21.2,14500.0,14333.333333333334,11166.666666666666,3000.0,11166.666666666666
,10-20,MT,Pigeon pea,-0.8063391202842252,1.0293290458282236,-1.214029694625895,-0.2363397303162682,-0.12804777828293543,10.533,0.9632952340198471,2.3,57.6,21.4,15500.0,16166.666666666666,13833.333333333334,3500.0,13833.333333333334
,10-20,MT,Pigeon pea,-0.5851254222535033,1.0053531331188352,-1.214029694625895,-0.25569441264621956,-0.21176667085975223,10.533,0.9632952340198471,2.3,57.6,21.4,15500.0,16166.666666666666,13833.333333333334,3500.0,13833.333333333334
,10-20,MT,Pigeon pea,-0.2388289718328133,0.6069301242293347,-1.214029694625895,-0.3071052875851512,-0.10385378639146985,10.533,0.9632952340198471,2.1,57.6,21.4,15500.0,16166.666666666666,13833.333333333334,3500.0,13833.333333333334
,10-20,MT,Pigeon pea,0.9858693276194602,0.473672953994709,0.4804437492344877,-0.36970558824608674,-0.3084797366951914,10.533,0.2675820094499583,2.25,53.6,19.4,14833.333333333334,15666.666666666666,13166.666666666666,3016.6666666666665,13166.666666666666
,10-20,MT,Pigeon pea,1.7328981864152395,0.6227252435999657,0.4804437492344877,-0.26385966925416704,-0.29982909345320946,10.533,0.2675820094499583,2.35,53.6,19.4,14833.333333333334,15666.666666666666,13166.666666666666,3016.6666666666665,13166.666666666666
,10-20,MT,Pigeon pea,1.7375366123125244,0.8226306800650703,0.4804437492344877,-0.29289169274909443,-0.28685312859023787,10.533,0.2675820094499583,2.3,53.6,19.4,14833.333333333334,15666.666666666666,13166.666666666666,3016.6666666666665,13166.666666666666
,10-20,NT,Cowpea,-0.7571981569486308,-2.989354320813072,0.6270246097552262,-0.444384125888731,-0.4983538619894255,5.0,-0.08027460283498654,2.0,55.2,18.4,13666.666666666666,12500.0,10000.0,2213.3333333333335,10000.0
,10-20,NT,Cowpea,0.5386138302522925,-1.5182020680602413,0.6270246097552262,-0.444384125888731,-0.5084044646802867,5.3,-0.08027460283498654,2.1,55.2,18.4,13666.666666666666,12500.0,10000.0,2213.3333333333335,10000.0
,10-20,NT,Cowpea,-0.7709352547113454,-1.5338155385182144,0.6270246097552262,-0.444384125888731,-0.5255361738124364,10.8,-0.08027460283498654,1.95,55.2,18.4,13666.666666666666,12500.0,10000.0,2213.3333333333335,10000.0
,10-20,NT,Cowpea,-0.8221653003426858,-1.5494290089761873,-0.7742726533695694,-0.3124529257818866,-0.37788099604522557,3.9,-0.7759878274048753,1.9,53.0,15.6,13166.666666666666,13000.0,8500.0,1635.0,8500.0
,10-20,NT,Cowpea,-0.8168199024684913,-1.333209535232855,-0.7742726533695694,-0.2591790445035901,-0.30411387201738044,17.6,-0.7759878274048753,2.1,53.0,15.6,13166.666666666666,13000.0,8500.0,1635.0,8500.0
,10-20,NT,Cowpea,-0.8238852008993951,-1.2824958892939906,-0.7742726533695694,-0.2867561124594146,-0.45938762161041824,8.8,-0.7759878274048753,2.0,53.0,15.6,13166.666666666666,13000.0,8500.0,1635.0,8500.0
,10-20,NT,Cowpea,-0.8555640890454685,-1.4039112814255743,-0.2562523848664251,-0.23254210386444046,-0.29570421832868665,10.533,0.00668955023624968,2.2,52.0,16.8,11666.666666666666,10500.0,8000.0,1935.0,8000.0
,10-20,NT,Cowpea,-0.5497317257584652,-1.6318379446547377,-0.2562523848664251,-0.18835611998067683,-0.36406981524192517,10.533,0.00668955023624968,2.2,52.0,16.8,11666.666666666666,10500.0,8000.0,1935.0,8000.0
,10-20,NT,Cowpea,-0.7070380751597678,-1.6551570759701373,-0.2562523848664251,-0.14761726959138907,-0.194491088523542,10.533,0.00668955023624968,2.15,52.0,16.8,11666.666666666666,10500.0,8000.0,1935.0,8000.0
,10-20,NT,Millet,1.8882109544257448,-1.7811764450672374,-0.823788424528003,-0.40270514818276826,-0.4408988123823093,5.4,0.35454616252119453,2.1,52.8,16.6,10833.333333333334,10333.333333333334,7666.666666666667,1940.0,7666.666666666667
,10-20,NT,Millet,-0.18414055546764757,-1.7056802691272446,-0.823788424528003,-0.2902032459538923,0.03413492900364969,13.5,0.35454616252119453,2.15,52.8,16.6,10833.333333333334,10333.333333333334,7666.666666666667,1940.0,7666.666666666667
,10-20,NT,Millet,-0.8086757975187262,-1.6850294544371824,-0.823788424528003,-0.28581598514273787,-0.8778682474876898,0.7,0.35454616252119453,2.3,52.8,16.6,10833.333333333334,10333.333333333334,7666.666666666667,1940.0,7666.666666666667
,10-20,NT,Millet,-0.16167706251527414,-1.3679618302920447,1.5004976719040841,-0.3425369999155147,-0.39857677250859264,5.6,1.311151846304792,1.9,52.4,17.4,13666.666666666666,13500.0,7333.333333333333,1873.3333333333333,7333.333333333333
,10-20,NT,Millet,1.2097791576796977,-1.532305504844724,1.5004976719040841,-0.3256147082153489,-0.5191285786811469,12.4,1.311151846304792,2.0,52.4,17.4,13666.666666666666,13500.0,7333.333333333333,1873.3333333333333,7333.333333333333
,10-20,NT,Millet,-0.8165767288679283,-1.4542265203896492,1.5004976719040841,-0.364159928199059,-0.49915838048690514,3.4,1.311151846304792,2.1,52.4,17.4,13666.666666666666,13500.0,7333.333333333333,1873.3333333333333,7333.333333333333
,10-20,NT,Millet,0.5357686991257051,-1.2468865354515104,-0.20891526536861205,-0.21938032143097905,-1.0541501752988582,10.533,1.1372235401623194,2.2,57.2,19.0,16666.666666666668,15166.666666666666,7666.666666666667,1714.9999999999998,7666.666666666667
,10-20,NT,Millet,-0.787639070400929,-1.1346188524172487,-0.20891526536861205,-0.24257012857564922,-0.12155535626240435,10.533,1.1372235401623194,1.9,57.2,19.0,16666.666666666668,15166.666666666666,7666.666666666667,1714.9999999999998,7666.666666666667
,10-20,NT,Millet,-0.86647595170346,-1.3688324776559007,-0.20891526536861205,-0.2776682150648817,0.04351369996383877,10.533,1.1372235401623194,1.95,57.2,19.0,16666.666666666668,15166.666666666666,7666.666666666667,1714.9999999999998,7666.666666666667
,10-20,NT,Sunn hemp,-0.6958401519207503,-0.5086543389389581,-0.3639846612198648,-0.2856336868753617,-0.25757402838660903,3.0,-1.1238444396898202,2.0,54.4,18.4,16333.333333333334,15000.0,6666.666666666667,1725.0,6666.666666666667
,10-20,NT,Sunn hemp,2.5494194282446427,-0.406389190919958,-0.3639846612198648,-0.2538799111777866,-0.20715498083446376,3.2,-1.1238444396898202,1.9,54.4,18.4,16333.333333333334,15000.0,6666.666666666667,1725.0,6666.666666666667
,10-20,NT,Sunn hemp,0.8571124431918948,-0.3113257992121012,-0.3639846612198648,-0.21819471563193946,-0.133465603642867,3.0,-1.1238444396898202,1.85,54.4,18.4,16333.333333333334,15000.0,6666.666666666667,1725.0,6666.666666666667
,10-20,NT,Sunn hemp,1.430746587173122,-0.05555037148552162,-0.7225215659504727,3.9252193875345758,2.703563003418388,10.533,0.6154386217349023,1.78,52.4,18.8,14166.666666666666,12666.666666666666,6833.333333333333,1635.0,6833.333333333333
,10-20,NT,Sunn hemp,0.5711292355843028,0.09814368367314669,-0.7225215659504727,4.15051998653166,3.157461890157237,10.533,0.6154386217349023,1.74,52.4,18.8,14166.666666666666,12666.666666666666,6833.333333333333,1635.0,6833.333333333333
,10-20,NT,Sunn hemp,1.2050982869357691,-0.7613668495692004,-0.7225215659504727,3.922800052243332,3.165010097808105,10.533,0.6154386217349023,1.9,52.4,18.8,14166.666666666666,12666.666666666666,6833.333333333333,1635.0,6833.333333333333
,10-20,NT,Sunn hemp,1.4225750699265662,0.3529825413445522,-0.5864945632207852,-0.23818286776449663,-0.16143696737445212,10.533,0.6154386217349023,2.2,54.4,17.6,11333.333333333334,10333.333333333334,5166.666666666667,1405.0,5166.666666666667
,10-20,NT,Sunn hemp,-0.3687013598862343,0.3454517670075778,-0.5864945632207852,-0.2344223584977922,-0.17658677290111885,10.533,0.6154386217349023,1.97,54.4,17.6,11333.333333333334,10333.333333333334,5166.666666666667,1405.0,5166.666666666667
,10-20,NT,Sunn hemp,0.5589851459721856,0.23791242090619702,-0.5864945632207852,-0.23630261313114487,-0.1688271164118507,10.533,0.6154386217349023,2.0,54.4,17.6,11333.333333333334,10333.333333333334,5166.666666666667,1405.0,5166.666666666667
,10-20,NT,Pigeon pea,1.6600645981098807,-1.6724943610099305,0.08566130940931735,-0.2257551384170765,-0.35497073671323326,4.9,-0.7759878274048753,1.8,55.8,19.8,17000.0,18666.666666666668,9166.666666666666,1950.0,9166.666666666666
,10-20,NT,Pigeon pea,1.6600645981098807,-1.7476698762201208,0.08566130940931735,-0.2593234155830846,-0.322175760840647,3.7,-0.7759878274048753,1.65,55.8,19.8,17000.0,18666.666666666668,9166.666666666666,1950.0,9166.666666666666
,10-20,NT,Pigeon pea,2.3229956252884025,-1.7158365954017367,0.08566130940931735,-0.3721249235373301,-0.356003649339142,3.4,-0.7759878274048753,1.7,55.8,19.8,17000.0,18666.666666666668,9166.666666666666,1950.0,9166.666666666666
,10-20,NT,Pigeon pea,-0.765908193186979,-0.8944214032222516,-0.38964800622335516,-0.3788885894936472,-0.32853831458598104,10.533,0.2675820094499583,1.95,57.6,19.2,12000.0,12166.666666666666,9000.0,2640.0,9000.0
,10-20,NT,Pigeon pea,-0.8651760782749959,-0.8663272787208248,-0.38964800622335516,-0.27547458465930413,-0.3517081113975499,10.533,0.2675820094499583,2.25,57.6,19.2,12000.0,12166.666666666666,9000.0,2640.0,9000.0
,10-20,NT,Pigeon pea,-0.8724933929828468,-0.7788110144304665,-0.38964800622335516,-0.1770745921805654,-0.25772725017309533,10.533,0.2675820094499583,2.0,57.6,19.2,12000.0,12166.666666666666,9000.0,2640.0,9000.0
,10-20,NT,Pigeon pea,-0.5930568608362305,-0.7077186443936099,-0.9522890159514921,-0.18613852302295825,-0.2011313124920273,10.533,-0.3411670620486952,1.95,55.6,20.4,15833.333333333334,12833.333333333334,4166.666666666667,1128.3333333333333,4166.666666666667
,10-20,NT,Pigeon pea,2.0065038577541743,-0.8424348113794153,-0.9522890159514921,-0.24601707148124433,-0.2579415069169798,10.533,-0.3411670620486952,1.85,55.6,20.4,15833.333333333334,12833.333333333334,4166.666666666667,1128.3333333333333,4166.666666666667
,10-20,NT,Pigeon pea,2.907883843503687,-0.7955944212708805,-0.9522890159514921,-0.25508957882340827,-0.2560296253738326,10.533,-0.3411670620486952,1.77,55.6,20.4,15833.333333333334,12833.333333333334,4166.666666666667,1128.3333333333333,4166.666666666667
