var_a,var_b,corr,abs_corr
n_espigas_com,produtividade,1.0,1.0
n_espigas_com,peso_espigas,0.9732899403482835,0.9732899403482835
peso_espigas,produtividade,0.9732899403482834,0.9732899403482834
densidade,estoque_c,0.9722391638793646,0.9722391638793646
dmg,rmp,0.9225962165224779,0.9225962165224779
dmp,rmp,0.9203029664190492,0.9203029664190492
