var_a,var_b,corr,abs_corr
n_espigas_com,produtividade,1.0,1.0
n_espigas_com,peso_espigas,0.9732899403482834,0.9732899403482834
peso_espigas,produtividade,0.9732899403482834,0.9732899403482834
densidade,estoque_c,0.9617642415801773,0.9617642415801773
